Run started at  Tue Jul 10 14:34:13 BST 2018
Start include.
Starting
Ready
	From worker 2:	Parameters set for ENSMUSG00000006398
	From worker 2:	starting ABC for ENSMUSG00000006398
	From worker 3:	Parameters set for ENSMUSG00000027715
	From worker 3:	starting ABC for ENSMUSG00000027715
	From worker 2:	Number of trials = 1
	From worker 2:	Number accepted = 1
	From worker 3:	Number of trials = 1
	From worker 3:	Number accepted = 1
	From worker 3:	4
	From worker 3:	1000
	From worker 3:	1000
	From worker 3:	5.0
	From worker 3:	0.09151801102339929 -2.6818453491007617 -1.6079683570171703 1.5347014441384588
	From worker 3:	1.6314493308270661 -1.9436848337094936 -2.519180670480699 3.8876687801651744
	From worker 3:	1.8874375154490393 -2.9794526521798876 -2.51241251286432 1.9764358474034849
	From worker 3:	-2.5244674598432786 2.812004424328199 -1.963715393661558 1.6204377807093606
	From worker 3:	2.3672903436097323 0.8571786907458616 0.3359595995949012 4.869658680737431
	From worker 3:	1.4218363871838662 -1.7649048564105771 -0.061750724319988404 4.645745215472705
	From worker 3:	-2.1646593712743676 -2.7559795511962073 -1.7159650015570556 4.8552256630966015
	From worker 3:	-1.0479117296069935 -1.6201728118909813 0.22298134239338374 0.4790747028872444
	From worker 3:	-2.544932975799426 0.38348160497409056 -0.5942620223378614 1.1732390294816908
	From worker 3:	0.5256104069273273 -0.9198501006516473 -0.1367892513664386 2.7564744557013188
	From worker 3:	-0.437145575698513 2.382843168984996 -2.6547755514123503 3.181562176615138
	From worker 3:	1.151150973657602 -1.8248958384485467 -2.4594715206131275 4.09308656220487
	From worker 3:	1.6022884868453398 -2.2170890863310238 -0.008297946786267829 0.4342741704719266
	From worker 3:	-1.5818398682268109 2.722762854492129 -1.067317352363379 4.899131585296654
	From worker 3:	1.0207494705084077 1.7297994593440853 -0.42800514846040727 2.597427974572162
	From worker 3:	0.3230329743196645 0.0991290362837911 0.2078030007754803 0.76173277857147
	From worker 3:	-1.9586274610122616 0.9675552744170934 -1.392111295775011 4.096061360175861
	From worker 3:	-0.8324694305896512 -1.8618063618602667 -0.5737578471124509 3.446758126817606
	From worker 3:	2.875928832474983 -0.8663628440142817 -1.9214387482912998 2.452081249208887
	From worker 3:	-0.29540988700603865 -1.4359465157064344 -2.8187275824725773 4.769380314220069
	From worker 3:	2.0891223016482456 2.7062509097521055 0.16425666607142375 1.6514465749892382
	From worker 3:	-0.07454974166722961 -2.026486919188931 -2.459304531964681 1.8727324098278142
	From worker 3:	0.8353578706669857 1.0929779183021182 -0.027055395176864394 1.7749926849903708
	From worker 3:	1.1366847428980211 1.7841969988912458 -2.4834738909717036 1.795599215136262
	From worker 3:	-0.7429542177707691 1.846209781563882 -2.2675121931259543 0.057397098653790835
	From worker 3:	2.8839336723269184 -2.598234493367116 -2.362605855014344 0.8648132562475008
	From worker 3:	2.106301186028448 -2.973632601317034 0.4474985728299665 3.1849222533567154
	From worker 3:	2.4046332731823243 0.6584690689843673 -0.0150227350123604 0.33551521050586675
	From worker 3:	1.5287971474192492 2.6943183566404585 -1.468658168753094 4.563918074476083
	From worker 3:	-2.194912902006154 -1.0426489001539045 -2.4296178844083673 2.42712842762585
	From worker 3:	-0.12632458185134787 -1.9888225774767596 -1.0854880301015695 3.2188501992645713
	From worker 3:	-2.8549761711831563 1.7958194226748994 -1.017699443577143 4.539136490273328
	From worker 3:	1.2320853129787537 1.8022421174886905 -2.3295047363573054 1.9366910682141492
	From worker 3:	-1.6499487463191493 0.6990328897374685 -1.346762460350716 0.8973926068632287
	From worker 3:	2.339240109726134 -1.9451184755262605 -1.4829362128077 3.2977712412318128
	From worker 3:	-1.5910973646974171 -0.9719569346121717 -2.561234159372327 2.859895526325309
	From worker 3:	-2.245358975085892 2.1432650723121105 0.40513547702881425 3.5804418766131505
	From worker 3:	-1.2299994830393715 2.562727370928897 -0.9258534681655473 4.669907747431634
	From worker 3:	1.6331279729117716 -2.880458948694952 -1.5394981986457887 1.2477760623932554
	From worker 3:	-1.3155025566402152 0.45770842450872884 -1.932920954113428 1.00932933152602
	From worker 3:	1.2971177609006315 2.971600209951223 -0.6788862812493557 4.906634428362776
	From worker 3:	2.8788287338925116 0.6359121134645167 -1.0884371311079817 4.071090763544699
	From worker 3:	2.700311750616411 1.8816435906035354 -2.653290468790764 3.928652191977072
	From worker 3:	0.31216353689656895 2.880377622993594 -0.34786062683616237 3.3277445221908266
	From worker 3:	2.3025102330383014 -1.6788725926453552 -1.557592053695756 4.8543477199709
	From worker 3:	-0.17066390867086323 0.9359306511613492 0.31592802002828924 4.769361025156221
	From worker 3:	-2.518418063709127 -0.7727031095609216 -0.7948103945375236 2.389506875576876
	From worker 3:	-2.4013053627320478 -2.3995187814518033 -2.395718751927459 0.16605028520378484
	From worker 3:	-0.5575292176622222 1.338875865859162 0.2940909651912924 1.0551217618626807
	From worker 3:	1.079492199131586 0.9311176442849658 -1.8969568453650631 4.295694574149653
	From worker 3:	-1.3854921797427622 -0.28413345087409336 -0.014168973348312353 0.15276106141755563
	From worker 3:	2.091964193997873 -1.8368418546162197 -0.7912181038249892 0.12512539721148297
	From worker 3:	-1.015169704169785 1.1732663365907658 -2.055765097726519 1.727317095674611
	From worker 3:	-0.4582823532905764 -0.025059624123922042 -0.2379057741748727 1.4950851481556438
	From worker 3:	-2.642939255504519 2.682533199210904 -1.4195192285941927 2.031917327472873
	From worker 3:	-1.6427924717676028 1.9533726285281805 -1.8197772500052163 4.59947352458331
	From worker 3:	-0.34813886888545387 -1.8712675280678592 0.3649197338674468 1.1678941272446586
	From worker 3:	2.548329374707321 2.197411148867312 0.28234121916722055 1.355801360636928
	From worker 3:	-1.7341038318316735 -2.630651823611985 -1.9193962679439998 4.390523231552002
	From worker 3:	2.6737785645941123 -1.23511940235734 -1.9959088296386247 4.918239685188781
	From worker 3:	0.7247244434630278 -1.2816034150804412 -2.8632308899489245 4.858250767307438
	From worker 3:	0.14116613465083683 -2.9308577660746593 -2.594568690574535 0.9925823963582259
	From worker 3:	2.278882626675639 -0.6376345097029636 -1.9915225407763404 2.853787232072149
	From worker 3:	-0.3154418164388595 -1.8239270428146193 -1.520540294029049 1.638352024550851
	From worker 3:	1.7259909848984298 -0.10296150743865029 -2.7594824065529733 0.1669147984104058
	From worker 3:	1.4314994922771405 2.087354783632012 -0.4120116054454548 4.225796496379241
	From worker 3:	2.7770808595668095 0.9832167594543333 -0.11991538892489828 2.99069759145092
	From worker 3:	2.470223101694815 -0.17315699414241514 -2.6646339052604766 4.115750426005048
	From worker 3:	-2.502076552604645 -2.247805103794277 -0.7477913549263597 3.4603637331011683
	From worker 3:	-1.8070441218586182 1.5593486773368541 -2.267993186541002 4.407153310311747
	From worker 3:	1.612355596968717 -2.140671363703676 -2.0733714685213087 2.5034091595006593
	From worker 3:	0.30715332091171277 1.240211143258744 -0.3471091110075242 0.13378356656960189
	From worker 3:	0.5831270283624779 -0.5359849082539441 -1.9349052505288413 3.4825922613470137
	From worker 3:	1.5272421408687942 0.9409760260744329 -2.77714949999462 2.0034779316511573
	From worker 3:	-2.922962507782687 -2.6737914918137564 -2.008530466154269 4.462331722873457
	From worker 3:	2.9962231602596976 -1.0809445370404758 -0.7157077145219368 3.0243301433645775
	From worker 3:	0.13888945155729537 -1.6301212099179776 -2.330407191625706 2.6072803166492475
	From worker 3:	-0.8386242446584031 0.7418211601744296 -2.822362207156827 3.1381434560372137
	From worker 3:	0.5564207175588751 1.2736070485361353 -1.6699641554104088 2.3475636239965247
	From worker 3:	2.396529646118548 -2.788532509829262 0.18372801111531034 0.8479639451307475
	From worker 3:	-2.2863261432203372 -1.6742149826364323 -1.588673543680457 0.8382907308015675
	From worker 3:	-1.3485581200031396 -1.8368851070619128 -2.2699840185449895 3.895152146692469
	From worker 3:	-1.9030208313601071 -0.7672049981900013 -1.8780823146719245 3.0508096401886506
	From worker 3:	0.4350057315339835 -0.7420251193401195 -0.36733648855211687 1.1898846752166403
	From worker 3:	1.4184165154875377 -1.8466692275141576 -2.513210310130572 0.9583117907537253
	From worker 3:	-0.9937040529434213 -0.17159715109596707 -1.0662243467253982 3.8217836924585367
	From worker 3:	1.018471352779569 -2.38600998149551 0.2565635244163209 4.002858260336467
	From worker 3:	0.010351060036731585 -2.1725463835676866 -0.8613296783974227 1.4044484776422195
	From worker 3:	0.5785524332732255 -1.3612923619185633 -0.8947403807022294 2.346259904498089
	From worker 3:	-2.1984735686990438 -1.0641668192930074 -1.1734810154008906 4.5917818803493144
	From worker 3:	2.965999784777166 0.3734579546556933 0.13910609141042984 3.9074097283363987
	From worker 3:	0.26642167852717336 2.5333335777079373 -2.6546030591489225 1.5800032576732947
	From worker 3:	-0.5716901288372811 -2.389909234334585 -2.6001149842937656 0.031542267165012294
	From worker 3:	2.704199929546494 0.8761799177327809 -2.0603424306784532 2.851931453369331
	From worker 3:	1.3088822101287896 -0.800403766147848 -0.29173583742516174 1.7571676051461782
	From worker 3:	-1.1184689303335844 1.03746663800173 -1.3287334146321648 4.14068740249583
	From worker 3:	-1.387072020999855 0.6116924587640149 -2.825846294661015 2.227069801987703
	From worker 3:	0.4276827745014713 -0.2869310794173874 -2.580925629124867 0.7673693986088437
	From worker 3:	-0.11310524979883452 2.375318749169823 -0.6848225282061273 3.6901894419199346
	From worker 3:	0.4107092708764859 2.4900695264282096 0.019158446384591965 4.122841381109071
	From worker 3:	-0.5947242374746264 2.541250541283267 -2.925265073602401 3.6819237094712354
	From worker 3:	0.4671286651527806 -2.6647087909162726 -1.1570072954569306 3.692459342349111
	From worker 3:	-0.8797568454646032 2.100168832999829 -0.35904278862450756 1.4296703845067937
	From worker 3:	-1.3490335984657316 -2.1835830608765927 -2.7912042033890954 3.1033125553733654
	From worker 3:	-1.354653648699824 -2.944499178104142 -2.8255485437398993 4.103076071147303
	From worker 3:	2.797768303588578 -2.6137859298813777 -1.0234602940532525 1.8584054666458505
	From worker 3:	1.8548450577522049 -0.5605097692429029 -1.2177289733873438 1.0069035766096956
	From worker 3:	-0.07798200925270748 0.08204181287031709 -1.182494175571904 3.697656164795103
	From worker 3:	-1.110795233340697 -2.7307797718961497 -1.9833244820398426 4.30388915394372
	From worker 3:	0.10584066830644945 2.344842214050991 -1.5605786561155848 2.161232011005547
	From worker 3:	1.5719960182236274 -1.7901380660508535 -1.6101255413019802 3.382994161456688
	From worker 3:	2.877951373829595 1.5415349008115946 -0.09059112115971812 3.032230691191561
	From worker 3:	-2.3280162734991783 -2.9107985052287404 -0.10780737287333508 2.0574957149174846
	From worker 3:	0.01226042894266044 0.5658518537699408 -0.408212540345839 2.644784381117887
	From worker 3:	-0.7516432370234547 -1.483764576426105 -0.8074370846270904 4.502278120477257
	From worker 3:	1.365955311190202 2.8012802212526093 -2.4291392807824486 3.3783030183674443
	From worker 3:	2.9730997288852876 0.6487410135540941 0.44942162303380284 3.8971113364610535
	From worker 3:	2.135470658273759 0.26988094862895284 -0.6841783948068665 3.7068793783660112
	From worker 3:	0.6021759443632071 0.7330219910040037 -2.514298344210527 0.4883169977970092
	From worker 3:	2.9532486092642873 1.4295374367709863 -1.8322734396528733 0.8644655042098592
	From worker 3:	0.18954231133513133 -1.7101504908384157 -2.702617513806698 0.10562367502219949
	From worker 3:	-0.8735435485809151 0.5533438099698862 -0.7723581286566312 3.217342986253043
	From worker 3:	-1.2776596702814724 1.7368113781424324 0.07543223084509476 3.9091568026520562
	From worker 3:	-1.7427722871072326 0.41545043272313853 -2.646988346341113 1.5788501386569176
	From worker 3:	0.937930412602519 1.6207587967318755 0.02141794629014626 4.508198067553767
	From worker 3:	-1.1153612514201603 1.4362715168772473 -0.18166436830029653 2.4708035559918153
	From worker 3:	1.1202979654298888 -1.6276125877377168 0.25199829860249956 3.6433949702448865
	From worker 3:	0.8773533225043852 2.4865468558694657 -0.46929828065623314 2.701807222196998
	From worker 3:	0.7633591993570117 0.9150326650541567 -1.593687579204882 4.951996552540901
	From worker 3:	-0.3481395372587919 -0.4204053269345551 -2.205429361958718 4.8817348947533645
	From worker 3:	2.8785181624278753 -1.6591136054052749 -0.7014937902999088 3.795917083117375
	From worker 3:	1.5235922060471427 -1.4238245438128452 -2.436253739113815 1.6696961859420167
	From worker 3:	-2.6660863606382987 -1.1370249451647152 -2.3647421497881393 4.991236961068503
	From worker 3:	1.1039261534693292 -0.63578667142357 -0.730455935331495 3.2847068287440684
	From worker 3:	2.1193150129794507 -1.8550289710603503 -0.45919267645313466 0.9049490327679388
	From worker 3:	-1.8014718217735899 1.7445046728744362 -1.8545195905071812 0.0190145840408229
	From worker 3:	-1.7650151294538006 2.8027469231594075 -2.530083662831428 0.5908114441517853
	From worker 3:	2.318052773267816 -0.037638968629476466 0.06600294299803533 1.6851761618768302
	From worker 3:	1.8161861297015083 -2.746159167622874 -2.068224624389478 1.1594700923575385
	From worker 3:	1.2073341092279737 -2.0915979175701382 -0.5525574320275783 1.644125471615464
	From worker 3:	-0.6903386790314237 2.167713361425278 -0.6448180270779589 3.9892948713172007
	From worker 3:	2.854926979571202 1.9514835436846294 -2.2906249070853866 4.190110698555215
	From worker 3:	-1.8250383187113348 1.9443781281882817 -1.7000430526636392 4.983402769080756
	From worker 3:	1.415356047737415 -2.185729354877843 -1.2566422119203542 3.3617857286968977
	From worker 3:	-1.3862164487001185 0.307038777014343 -1.6277263765731322 1.877885456886348
	From worker 3:	1.8249572941710444 0.8442938887464058 -0.3529810235668367 1.7399690586525618
	From worker 3:	1.5459831240473276 1.8694633273997443 -2.6629907321440225 1.9693786118607226
	From worker 3:	0.7604504224688404 -2.0804986409243513 -2.617672580812294 1.1713398631782201
	From worker 3:	0.9441615996964803 0.5629048995251389 -2.2729452151921463 3.2935109773795967
	From worker 3:	0.40980641347417857 0.33997899407512966 -2.1463616126760225 1.0921321864170164
	From worker 3:	-0.28336854961617286 1.2583104035660284 -0.08067999096190182 4.9846836094786715
	From worker 3:	1.5650598162327185 0.4451967255863267 0.46852925466811657 3.339247631549221
	From worker 3:	1.086842828995282 1.3782631549004911 -2.6583840755951447 3.820132565173763
	From worker 3:	2.8228318604941425 0.17856680935972546 -0.4777873570239892 2.2410382710263663
	From worker 3:	-2.561919173078515 0.40838205124069615 -2.6112548403413536 2.1242706399845526
	From worker 3:	-2.020541125653301 -0.8527277791883017 -0.6323442684036786 4.284254226740222
	From worker 3:	-1.1017066607281683 -2.1059253592351657 -1.1242607679611112 1.2049109831600913
	From worker 3:	2.3263446505299434 0.16863362092754075 -1.3071651585760384 1.0487072055208657
	From worker 3:	-0.4658334685370238 -1.3695306115896302 -0.5053705831594706 1.4740308882047448
	From worker 3:	-2.4102838469372396 -1.8050147483469394 -2.0998854100555313 3.0236503944456814
	From worker 3:	0.6335006760437585 -2.034298935712618 -0.8682425577065427 3.990473427328279
	From worker 3:	-1.958829195064205 -1.0087748253131257 -1.1505070490497071 2.184374959070082
	From worker 3:	0.4131493140460112 2.113135060868026 -2.6432457360849373 3.5833885961266985
	From worker 3:	-2.6291132070259557 2.8329864907177402 -1.9424147238728153 4.239594165887517
